"EmployeeID","Age","Attrition","DistanceFromHome","Education","Gender","JobLevel","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","BusinessTravelTravel_Frequently","BusinessTravelTravel_Rarely","DepartmentResearch & Development","DepartmentSales","EducationFieldLife Sciences","EducationFieldMarketing","EducationFieldMedical","EducationFieldOther","EducationFieldTechnical Degree","JobRoleHuman Resources","JobRoleLaboratory Technician","JobRoleManager","JobRoleManufacturing Director","JobRoleResearch Director","JobRoleResearch Scientist","JobRoleSales Executive","JobRoleSales Representative","MaritalStatusMarried","MaritalStatusSingle","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","WorkHours"
603,22,0,22,4,0,1,26540,0,24,0,1,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,4,3,2,4,10
604,46,1,2,3,0,2,165550,8,14,2,28,4,26,15,9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,3,3,3,6
605,44,1,20,3,0,1,45560,2,13,0,6,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,3,3,3,6
606,33,1,28,4,1,1,60910,1,15,0,5,6,5,1,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,3,1,3,8
607,41,0,12,3,0,2,195660,6,16,0,5,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,4,3,7
608,30,1,20,3,0,3,48100,8,18,0,8,3,4,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,3,2,3,7
609,40,1,9,3,0,1,45230,5,16,1,5,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,2,3,4,3,7
610,50,1,25,4,1,2,32020,2,24,1,32,2,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,3,3,4,7
611,28,1,6,3,0,2,23510,1,16,0,6,4,6,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,1,3,3,3,7
612,46,1,8,4,0,3,17020,5,21,0,25,2,4,0,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,2,3,3,4,7
613,35,1,4,4,0,1,180410,3,20,1,15,3,7,1,7,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,3,2,4,8
614,24,0,28,4,0,3,28860,1,19,1,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2,1,3,3,7
615,33,1,9,2,1,1,20970,1,14,2,10,5,10,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,3,2,2,3,6
616,36,1,9,2,0,2,119350,1,11,3,7,6,7,1,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,4,3,7
617,30,1,29,3,0,1,25460,1,14,1,10,2,10,8,9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,2,3,3,6
618,44,1,3,4,0,2,25640,1,12,3,20,3,20,13,17,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,3,1,3,8
619,20,1,18,4,0,1,84120,1,13,0,2,2,2,2,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,4,3,2,3,6
620,46,1,9,1,1,1,141180,2,22,0,12,3,6,1,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2,3,4,6
621,42,1,5,4,0,5,170460,7,11,0,10,3,4,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,1,4,2,3,8
622,60,1,2,2,0,2,25640,0,14,1,12,3,11,1,9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,3,3,3,9
623,32,1,10,3,1,1,102660,1,11,0,2,3,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,3,3,3,7
624,32,1,9,3,1,2,50700,4,12,1,10,6,8,0,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,3,3,3,8
625,36,1,3,2,0,4,178610,2,18,0,17,2,7,7,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,3,8
626,33,1,26,2,0,1,42300,0,12,0,15,0,14,4,10,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,3,3,3,6
627,40,1,1,3,1,2,37800,7,12,0,7,2,5,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,1,3,7
628,25,1,6,2,1,1,27680,0,22,1,5,0,4,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,4,3,3,4,8
629,30,1,9,3,1,1,90710,0,19,1,12,2,11,5,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,2,3,2,3,9
630,42,1,8,2,0,1,106480,3,13,1,20,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,3,3,10
631,35,1,1,1,0,2,136100,4,22,2,16,4,13,4,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,4,2,2,4,10
632,27,1,7,3,0,3,34080,1,24,0,9,2,9,6,8,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,3,4,9
633,54,1,9,2,0,2,29830,7,14,1,33,2,5,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,3,1,2,3,6
634,44,1,4,4,0,5,76320,1,21,0,10,3,10,7,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,3,3,4,6
635,19,0,2,2,0,3,98240,1,18,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,4,3,3,8
636,29,1,19,4,0,1,99500,1,20,0,3,3,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,3,3,4,7
637,54,1,9,4,0,2,20930,3,19,0,36,2,10,0,9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,4,3,3,3,8
638,31,1,21,3,0,2,99800,1,12,0,6,1,6,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,2,3,3,9
639,31,1,24,1,1,1,38940,1,12,0,10,3,10,1,8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,3,4,3,7
640,59,1,3,4,0,1,40510,5,16,3,13,3,6,0,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,4,3,3,3,7
641,43,1,11,2,0,3,168350,3,17,1,25,3,8,0,7,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,4,3,3,3,7
642,49,1,14,4,0,2,62300,2,14,0,23,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,4,2,3,7
643,36,1,5,2,1,1,47170,1,19,1,12,3,11,0,7,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,2,3,3,6
644,48,1,1,4,1,2,132370,5,13,1,7,2,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2,2,4,3,6
645,27,1,6,4,0,2,37550,1,19,0,5,2,5,0,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,3,3,8
646,29,1,17,4,0,1,65820,1,19,1,6,3,6,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,4,3,3,3,9
647,48,1,1,1,0,2,74060,6,14,2,25,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4,3,3,6
648,29,1,3,3,1,2,48050,2,16,1,9,2,7,1,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,2,3,3,7
649,34,1,9,4,1,2,27410,0,15,1,2,3,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,3,2,3,3,6
650,44,1,4,3,1,1,42620,7,18,0,26,2,22,3,10,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,3,3,3,7
651,33,1,8,2,1,2,161840,0,13,1,10,2,9,0,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,4,3,11
652,19,1,2,4,0,3,115570,1,22,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,4,3,3,4,11
653,23,1,2,3,0,3,18780,1,13,1,1,2,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,3,3,3,3,7
654,25,0,1,1,0,1,109320,1,11,1,1,3,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4,3,3,3,9
655,26,1,9,3,0,2,68110,1,11,1,8,4,8,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,2,3,3,9
656,45,0,12,3,0,2,43060,2,11,2,26,3,24,1,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,3,3,3,10
657,55,1,27,3,1,2,48590,1,24,1,34,3,33,15,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,3,4,4,10
658,21,0,20,2,1,4,53370,1,14,1,2,2,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,3,1,3,3,8
659,46,1,1,4,0,1,23400,2,13,1,26,2,11,0,8,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2,3,1,3,7
660,34,1,13,4,0,3,74910,0,14,1,4,3,3,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,2,3,9
661,51,1,14,3,0,2,105270,4,14,0,31,3,29,11,10,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,2,3,3,11
662,59,1,4,2,0,2,165950,6,21,1,25,2,9,5,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,2,3,4,7
663,34,1,14,4,1,3,88340,4,13,1,15,1,11,5,10,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,4,3,3,7
664,28,1,2,3,1,1,55770,0,19,0,5,3,4,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,3,2,3,3,10
665,44,1,3,4,0,2,47070,1,17,0,26,4,25,14,13,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,1,3,8
666,34,1,1,3,0,2,24000,4,18,1,14,3,10,1,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,4,3,3,7
667,35,1,9,3,0,4,98240,0,19,0,4,2,3,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,10
668,42,1,23,4,1,1,64470,6,13,0,18,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,3,3,3,9
669,43,1,7,2,1,1,195020,3,18,2,23,3,21,15,17,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,4,4,4,3,6
670,36,1,2,4,0,1,27250,9,21,1,18,4,16,5,12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,4,11
671,44,0,21,4,1,2,62720,1,19,1,10,3,10,0,5,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,3,3,3,6
672,28,1,2,3,1,2,21270,1,14,0,2,3,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,3,3,3,10
673,51,1,21,4,0,2,182000,0,17,0,8,3,7,7,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,3,2,3,3,7
674,30,1,2,4,0,1,20960,7,11,3,10,2,8,1,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,3,3,3,3,10
675,29,0,29,4,1,1,28860,3,13,0,10,4,7,7,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,3,3,3,3,8
676,28,1,1,4,1,2,20330,2,15,1,5,5,3,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,2,3,3,7
677,25,1,18,2,0,1,36220,1,25,0,2,0,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,2,3,4,8
678,32,1,10,4,1,1,42330,1,11,0,10,5,10,0,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,4,4,3,3,7
679,45,1,19,3,0,3,36810,3,17,1,22,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,2,3,3,3,6
680,39,1,29,1,1,1,54600,6,13,2,21,3,19,15,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,3,3,3,8
681,58,1,27,3,0,2,21870,1,18,1,2,1,2,2,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,3,1,3,6
682,32,0,5,3,1,1,96020,1,13,1,10,3,10,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,3,3,3,3,6
683,39,0,18,2,0,2,28360,0,20,0,6,3,5,0,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,3,2,4,8
684,30,1,9,1,0,4,40890,0,18,0,10,2,9,6,7,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,3,4,3,6
685,36,1,1,3,0,2,166270,3,12,0,10,5,7,1,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,3,3,2,3,7
686,46,1,4,3,0,1,26190,6,12,1,10,3,7,5,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,1,4,2,3,8
687,28,1,1,3,0,5,56790,0,13,0,10,2,9,7,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,4,3,2,3,8
688,50,1,20,2,1,5,154020,4,21,0,25,3,3,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,1,3,2,4,10
689,40,0,8,1,0,1,59850,2,13,3,9,1,5,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,2,3,2,3,10
690,52,0,3,2,0,3,25790,9,19,1,10,1,8,7,7,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,2,3,3,10
691,30,1,6,4,1,1,30410,1,11,1,9,2,9,0,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,3,2,3,10
692,39,1,26,1,0,2,34470,0,14,0,9,5,8,1,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,6
693,31,1,1,2,0,1,195130,1,12,1,10,1,10,9,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,3,2,2,3,10
694,41,1,6,3,1,1,27730,1,11,0,19,3,19,11,9,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,3,3,3,8
695,31,0,3,1,0,1,71040,1,14,1,3,3,3,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,4,3,3,9
696,44,0,5,3,0,1,63220,4,11,1,10,2,3,1,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,4,3,3,6
697,42,1,4,3,0,2,20830,0,12,2,21,3,20,2,10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,2,2,3,10
698,55,1,11,3,0,2,83810,4,15,1,23,3,19,9,11,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,3,3,3,3,7
699,56,1,3,2,1,3,26910,6,16,1,36,6,7,7,7,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,3,3,3,8
700,40,1,1,1,0,1,42860,9,15,0,6,6,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,7
701,34,1,3,2,0,2,26590,0,24,3,10,2,9,1,6,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,4,2,3,4,7
702,40,1,4,3,0,2,94340,1,13,1,9,3,9,8,8,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,4,3,2,3,6
703,41,1,1,4,1,2,55610,0,11,0,10,2,9,1,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,3,8
704,35,1,1,2,0,2,66460,1,13,1,9,2,9,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,3,3,2,3,10
705,51,1,18,2,0,4,77250,1,13,1,33,2,33,0,10,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,3,3,10
706,38,1,2,4,1,1,107250,3,18,0,11,5,7,1,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,2,3,7
707,34,1,4,3,0,2,88470,1,16,0,10,3,10,9,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,4,4,3,7
708,25,1,6,2,1,4,20450,3,19,0,7,3,3,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,4,2,3,3,6
709,58,0,1,4,0,2,10090,7,13,2,31,3,10,5,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,1,2,4,3,9
710,40,1,14,4,1,1,33480,3,22,0,7,2,4,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2,3,1,4,6
711,36,1,16,2,0,1,12810,2,11,0,17,2,15,6,13,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,3,3,6
712,48,1,2,1,0,2,28190,1,20,0,11,2,10,0,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,3,2,4,8
713,27,1,2,3,1,2,48510,8,18,0,5,2,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,4,3,3,3,7
714,51,1,4,1,1,3,40280,3,14,0,29,3,5,0,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,2,3,3,7
715,18,1,1,4,0,2,27200,1,22,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,4,4,3,4,8
716,35,1,1,4,1,2,81200,0,13,0,10,2,9,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,4,3,2,3,7
717,27,1,26,4,1,1,46470,3,17,0,8,3,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,4,3,4,3,7
718,55,0,19,3,0,1,46800,6,14,3,24,0,19,3,8,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,2,4,3,9
719,56,1,24,4,0,2,32210,4,15,2,33,2,19,15,9,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2,3,3,3,10
720,34,1,1,2,0,2,86210,1,17,1,5,1,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,3,3,6
721,40,1,3,3,0,2,45770,5,11,1,15,3,12,11,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,3,2,3,7
722,34,1,5,3,0,1,45530,4,18,1,10,2,8,7,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,3,4,3,7
723,31,0,2,2,1,2,53960,7,17,1,3,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,4,4,1,3,8
724,35,0,1,2,0,1,67960,0,13,0,5,2,4,3,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,3,2,3,3,9
725,38,1,7,3,1,2,76250,1,15,0,4,2,4,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,3,3,2,3,6
726,34,1,10,4,1,2,74120,1,24,0,14,4,14,4,11,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,4,4,3,4,8
727,28,1,2,3,1,2,111590,1,12,0,5,2,5,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,3,3,7
728,31,0,15,2,0,2,49600,1,15,0,10,3,10,6,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,3,2,2,3,11
729,39,1,17,4,1,2,104750,3,11,1,8,3,5,1,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,4,3,3,10
730,51,1,20,3,0,2,148140,2,11,1,14,2,4,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,2,3,2,3,7
731,41,1,1,3,0,4,191410,3,12,1,12,2,6,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2,3,3,11
732,37,1,2,2,1,1,54050,7,15,0,8,3,6,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,4,3,10
733,33,1,2,3,1,1,87930,6,17,0,8,2,5,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,4,4,3,3,8
734,32,1,1,4,0,5,191890,0,12,1,4,3,3,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,2,2,3,3,10
735,39,1,29,2,0,2,38750,3,15,0,13,3,6,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,3,3,3,7
736,25,1,7,4,0,1,22160,2,13,3,6,2,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,3,2,3,7
737,52,1,2,1,0,2,117130,2,14,0,24,2,5,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,3,2,3,3,9
738,43,1,2,2,0,1,78610,1,14,2,20,1,20,1,8,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,3,1,3,3,10
739,27,1,2,4,0,1,37080,1,16,2,6,2,6,4,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,4,3,3,3,10
740,27,0,2,5,1,1,137700,1,18,1,8,3,8,7,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,3,4,3,10
741,26,1,2,2,0,3,53040,0,20,1,5,2,4,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,4,3,3,4,6
742,42,1,23,3,1,3,26420,0,13,1,21,3,20,0,9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,3,3,3,6
743,52,1,5,2,1,1,27590,9,18,1,12,6,5,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,3,3,6
744,37,1,20,5,0,2,68040,4,13,1,8,1,3,0,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,3,3,3,8
745,35,1,6,4,1,2,61420,2,15,1,10,2,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,4,3,3,3,8
746,25,1,1,4,0,2,25000,4,14,2,7,2,3,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,4,2,1,3,8
747,26,1,29,4,0,1,63890,0,22,0,8,2,7,0,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,3,2,4,7
748,29,1,9,3,0,1,111030,1,12,0,10,5,10,0,9,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,2,2,3,6
749,49,0,6,5,1,2,23420,3,18,0,20,2,4,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,7
750,29,0,3,2,1,2,68110,0,15,1,9,2,8,7,7,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4,3,3,3,9
751,54,1,1,3,1,2,22970,6,18,2,29,2,20,12,7,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,4,2,2,3,6
752,58,1,22,3,1,2,24500,3,12,1,32,2,9,1,5,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,3,3,3,11
753,55,1,7,3,1,3,50930,2,16,1,31,3,7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,4,3,3,7
754,36,1,1,3,0,2,53090,3,13,0,15,5,5,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,3,3,9
755,31,0,4,3,0,2,30570,1,19,0,1,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,3,3,3,7
756,30,1,3,3,0,3,51210,7,13,0,8,4,3,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,3,3,3,8
757,31,1,1,3,0,1,168560,3,12,1,9,3,3,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,4,3,3,7
758,34,1,2,1,1,5,26860,5,11,0,10,3,4,1,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,3,4,3,8
759,31,0,20,3,0,1,61800,1,14,1,1,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,4,1,3,8
760,27,1,11,4,0,4,66320,0,16,0,6,3,5,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,4,3,3,7
761,36,1,1,3,0,2,35050,1,12,2,10,2,10,1,8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,2,2,3,6
762,36,1,24,3,1,3,63970,4,14,1,11,3,3,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,1,2,3,3,7
763,47,1,23,4,1,2,62740,7,14,2,17,0,6,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,2,3,3,8
764,25,0,16,4,0,2,198590,3,19,0,6,3,3,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,3,2,3,7
765,37,1,8,4,0,1,75870,0,22,1,7,5,6,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,3,4,8
